price,model_year,condition,cylinders,fuel,odometer,transmission,type,paint_color,is_4wd,date_posted,days_listed,brand,car_model
6000,2008,good,6,hybrid,125300.0,automatic,SUV,unknown,1,2018-07-02,27,jeep,grand cherokee
1100,1997,fair,8,hybrid,208026.0,automatic,SUV,custom,1,2018-11-08,19,ford,expedition
10499,2016,good,4,hybrid,89786.0,automatic,SUV,unknown,1,2019-04-11,39,ford,escape
3999,2004,excellent,6,hybrid,166225.0,automatic,mini-van,unknown,0,2018-11-27,48,honda,odyssey
9999,2011,excellent,8,hybrid,245633.0,automatic,truck,white,0,2019-01-16,54,chevrolet,silverado 2500hd
24900,2017,like new,8,hybrid,37000.0,automatic,truck,grey,0,2018-10-03,32,toyota,tundra
10499,2015,good,4,hybrid,54520.0,automatic,sedan,red,0,2018-09-18,26,hyundai,sonata
7999,2015,excellent,4,hybrid,68135.0,automatic,sedan,black,0,2018-11-16,49,nissan,altima
6999,2015,excellent,4,hybrid,94728.0,automatic,hatchback,unknown,0,2019-01-17,21,ford,focus
8990,2013,excellent,4,hybrid,140724.0,automatic,SUV,silver,0,2018-07-04,18,hyundai,santa fe
18999,2018,like new,4,hybrid,8638.0,automatic,sedan,grey,0,2018-08-25,33,nissan,altima
19499,2016,excellent,8,hybrid,69198.0,automatic,sedan,white,0,2018-10-16,41,ford,f250 sd
9749,2014,excellent,4,hybrid,66651.0,automatic,sedan,red,0,2018-07-24,5,ford,fusion
26500,2014,good,8,hybrid,136320.0,automatic,truck,white,1,2019-01-31,89,ford,f250
27900,2012,good,8,hybrid,140800.0,automatic,truck,unknown,1,2018-10-27,23,ford,f350 sd
10999,2007,excellent,6,hybrid,152342.0,automatic,truck,blue,0,2018-07-27,31,toyota,tundra
13249,2015,excellent,6,hybrid,145613.0,automatic,sedan,grey,1,2019-03-13,25,chrysler,300
8749,2014,excellent,4,hybrid,57642.0,automatic,sedan,white,0,2018-10-08,7,chevrolet,cruze
13980,2013,like new,6,hybrid,129896.0,automatic,SUV,red,1,2018-08-08,33,jeep,grand cherokee
2749,2007,good,4,hybrid,267901.0,manual,wagon,white,1,2018-10-15,24,subaru,forester
3200,2004,good,8,hybrid,161152.0,automatic,SUV,grey,0,2019-03-20,75,chevrolet,suburban
7249,2011,excellent,6,hybrid,228282.0,automatic,mini-van,silver,0,2019-02-06,32,honda,odyssey
3749,2007,excellent,4,hybrid,204270.0,automatic,sedan,blue,0,2018-08-27,114,honda,civic
21000,2018,good,6,hybrid,39852.0,other,truck,unknown,1,2018-05-12,19,nissan,frontier crew cab sv
5888,1993,good,4,hybrid,162732.0,manual,SUV,unknown,1,2018-07-08,63,jeep,wrangler
19999,2008,excellent,8,hybrid,189677.0,automatic,truck,black,1,2018-09-15,43,ford,f350
19500,2005,good,8,hybrid,125403.0,automatic,truck,silver,1,2018-09-16,32,chevrolet,silverado 3500hd
6999,2007,excellent,6,hybrid,161156.0,automatic,truck,white,0,2018-05-31,34,ford,f150
8999,2015,excellent,4,hybrid,88794.0,automatic,sedan,red,0,2018-10-22,27,volkswagen,passat
22500,2014,like new,6,hybrid,9500.0,automatic,SUV,unknown,1,2018-10-04,56,ford,explorer
12999,2008,excellent,8,hybrid,134035.0,automatic,truck,red,1,2018-11-17,3,ford,f150
11999,2011,excellent,4,hybrid,109941.0,automatic,truck,red,1,2019-02-15,5,chevrolet,colorado
3995,2004,good,4,hybrid,159319.0,automatic,sedan,grey,0,2018-06-09,30,honda,civic
7995,2007,excellent,8,hybrid,137014.0,automatic,SUV,white,1,2018-11-20,109,chevrolet,trailblazer
5995,2005,good,8,hybrid,189324.0,automatic,truck,white,1,2019-01-14,42,ford,f150
10980,2010,like new,6,hybrid,114224.0,automatic,mini-van,unknown,0,2018-12-17,71,toyota,sienna
15000,2011,good,8,hybrid,165000.0,automatic,SUV,black,1,2018-05-23,55,gmc,yukon
6000,2011,good,8,hybrid,219000.0,automatic,truck,black,0,2018-10-09,40,ram,1500
8360,2009,excellent,4,hybrid,140743.0,automatic,wagon,unknown,1,2018-05-03,39,subaru,outback
18980,2012,excellent,8,hybrid,93400.0,automatic,SUV,black,1,2019-02-26,54,chevrolet,tahoe
21900,2013,good,8,hybrid,73779.0,other,truck,red,1,2019-02-09,29,chevrolet,silverado 1500 crew
25900,2015,good,6,hybrid,59799.0,other,truck,red,1,2018-12-07,37,ford,f150 supercrew cab xlt
8980,2011,excellent,4,hybrid,111791.0,automatic,SUV,silver,1,2019-04-04,48,hyundai,santa fe
15980,2008,like new,8,hybrid,131878.0,automatic,SUV,black,1,2018-05-31,11,chevrolet,tahoe
17480,2013,like new,6,hybrid,100339.0,manual,SUV,white,1,2018-10-28,29,jeep,wrangler
1500,1998,good,8,hybrid,213000.0,automatic,SUV,white,0,2018-11-12,13,ford,expedition
3200,1998,good,8,hybrid,197233.0,automatic,SUV,blue,1,2018-10-22,78,chevrolet,tahoe
15999,2012,good,8,hybrid,141907.0,automatic,truck,white,1,2018-12-30,33,ram,2500
16000,2016,excellent,6,hybrid,73819.0,automatic,sedan,unknown,0,2018-07-02,9,dodge,charger
6499,2014,excellent,4,hybrid,130478.0,manual,hatchback,unknown,0,2018-08-08,55,kia,soul
3300,2004,good,6,hybrid,220884.0,automatic,SUV,silver,0,2018-06-04,73,nissan,murano
11480,2014,like new,4,hybrid,21652.0,manual,sedan,silver,0,2018-11-14,20,hyundai,elantra
3800,2007,good,4,hybrid,193400.0,automatic,sedan,blue,0,2018-12-07,18,honda,accord
15480,2013,like new,6,hybrid,105855.0,automatic,truck,unknown,1,2019-02-06,63,nissan,frontier
2000,1997,good,6,hybrid,158341.0,manual,truck,unknown,0,2019-03-11,17,ram,1500
13980,2015,like new,4,hybrid,11990.0,automatic,sedan,unknown,0,2018-12-29,15,hyundai,elantra
28650,2016,excellent,8,hybrid,49107.0,automatic,truck,silver,1,2018-09-23,24,ford,f150
22900,2016,excellent,8,hybrid,139900.0,automatic,truck,white,1,2019-03-21,16,ram,1500
8480,2011,like new,4,hybrid,99447.0,automatic,sedan,blue,0,2018-06-26,5,hyundai,sonata
25600,2017,good,8,hybrid,42957.0,other,coupe,black,0,2018-05-04,54,ford,mustang gt coupe 2d
700,1999,fair,8,hybrid,184816.0,automatic,SUV,black,1,2018-12-17,41,ford,expedition
10980,2013,excellent,4,hybrid,60458.0,automatic,sedan,unknown,0,2018-11-30,32,hyundai,sonata
4900,2004,good,6,hybrid,138348.0,automatic,SUV,silver,1,2018-06-23,19,honda,pilot
24100,2019,good,6,hybrid,18755.0,other,coupe,unknown,0,2019-03-25,117,chevrolet,camaro lt coupe 2d
8995,2008,excellent,6,hybrid,123675.0,automatic,truck,blue,0,2018-11-22,18,ford,f150
4750,2009,good,6,hybrid,156708.0,automatic,SUV,red,1,2018-07-11,133,ford,escape
7900,2007,good,8,hybrid,158454.0,automatic,SUV,blue,1,2018-07-04,34,gmc,yukon
5900,2007,good,6,hybrid,97005.0,automatic,SUV,black,1,2018-08-18,32,nissan,murano
8900,2007,good,8,hybrid,197995.0,automatic,SUV,white,1,2018-07-20,29,cadillac,escalade
6950,2011,excellent,4,hybrid,150581.0,automatic,SUV,silver,1,2018-07-01,19,hyundai,santa fe
8900,2010,good,8,hybrid,183142.0,automatic,SUV,grey,1,2018-06-10,37,chevrolet,suburban
11980,2012,excellent,6,hybrid,127931.0,automatic,SUV,black,1,2018-06-27,25,jeep,grand cherokee
4500,2003,good,8,hybrid,204000.0,automatic,SUV,white,1,2018-06-26,30,cadillac,escalade
9980,2010,excellent,4,hybrid,131390.0,automatic,SUV,black,0,2018-10-04,50,honda,crv
7995,2007,excellent,6,hybrid,131695.0,automatic,SUV,silver,0,2018-08-07,81,chevrolet,trailblazer
22500,2018,good,6,hybrid,26344.0,other,truck,unknown,1,2018-12-24,14,nissan,frontier crew cab sv
10900,2017,excellent,4,hybrid,45168.0,automatic,SUV,black,0,2018-09-25,9,nissan,rogue
34500,2018,good,8,hybrid,15213.0,automatic,truck,black,1,2018-12-06,69,chevrolet,silverado 1500 crew
6550,2013,excellent,5,hybrid,76549.0,automatic,sedan,grey,0,2018-05-20,8,volkswagen,passat
1000,1999,fair,10,hybrid,240984.0,automatic,truck,green,1,2018-11-27,69,ford,f250 sd
8800,2012,excellent,6,hybrid,90000.0,automatic,mini-van,blue,0,2018-10-18,22,chrysler,town & country
29000,2016,good,8,hybrid,47000.0,automatic,truck,white,0,2018-07-25,62,toyota,tundra
7000,2005,good,8,hybrid,186000.0,automatic,truck,unknown,1,2018-09-11,44,chevrolet,silverado 1500
10000,1997,good,8,hybrid,247000.0,automatic,truck,white,1,2018-11-18,22,ford,f250 sd
18995,2014,good,8,hybrid,150824.0,automatic,truck,silver,0,2018-09-19,37,gmc,sierra 1500
17995,2015,good,8,hybrid,81195.0,automatic,truck,black,0,2018-12-13,18,ram,1500
38995,2019,good,8,hybrid,84085.0,automatic,truck,white,1,2019-04-09,19,chevrolet,silverado 2500hd
27995,2018,good,8,hybrid,18287.0,automatic,truck,white,0,2018-10-09,74,chevrolet,silverado 1500
3200,2004,good,6,hybrid,177000.0,automatic,sedan,silver,1,2018-07-05,45,volkswagen,passat
16995,2007,good,6,hybrid,108032.0,automatic,SUV,unknown,0,2019-01-14,12,jeep,wrangler
3980,2007,fair,4,hybrid,126814.0,automatic,sedan,silver,0,2018-11-07,31,ford,focus
12995,2012,good,8,hybrid,150297.0,automatic,SUV,black,0,2018-06-07,28,chevrolet,suburban
12000,2007,excellent,8,hybrid,115000.0,automatic,truck,brown,1,2018-12-23,43,ford,f150
2900,2003,good,8,hybrid,180000.0,automatic,truck,white,1,2018-05-16,123,chevrolet,silverado 1500
8480,2008,excellent,4,hybrid,84506.0,automatic,sedan,silver,0,2018-08-21,10,honda,accord
25495,2014,good,8,hybrid,100776.0,automatic,truck,unknown,1,2018-09-28,48,chevrolet,silverado 1500
2900,2003,good,8,hybrid,177000.0,automatic,SUV,black,1,2019-03-06,116,chevrolet,tahoe
13250,2007,excellent,8,hybrid,107000.0,automatic,truck,silver,1,2018-07-06,30,chevrolet,silverado
15980,2011,like new,8,hybrid,132124.0,automatic,SUV,brown,1,2018-12-16,56,chevrolet,tahoe
19700,2017,good,6,hybrid,35807.0,other,coupe,black,0,2019-04-17,22,chevrolet,camaro lt coupe 2d
19400,2016,excellent,8,hybrid,58000.0,automatic,truck,silver,1,2018-10-10,38,chevrolet,silverado 1500
8900,2016,like new,4,hybrid,18144.0,automatic,sedan,grey,0,2019-01-05,16,nissan,sentra
5900,2010,excellent,4,hybrid,141023.0,automatic,sedan,unknown,0,2019-02-27,18,toyota,corolla
30300,2017,good,6,hybrid,30339.0,automatic,truck,brown,1,2018-07-28,27,ford,f150 supercrew cab xlt
23800,2018,good,6,hybrid,10899.0,other,truck,silver,1,2018-08-15,41,nissan,frontier crew cab sv
11700,2017,excellent,4,hybrid,96500.0,automatic,SUV,grey,0,2018-05-16,55,ford,escape
5300,2005,good,8,hybrid,156000.0,automatic,SUV,white,1,2019-01-10,113,jeep,grand cherokee
37500,2016,like new,8,hybrid,17000.0,manual,coupe,white,0,2019-02-06,30,chevrolet,camaro
1800,2002,fair,6,hybrid,232000.0,automatic,wagon,white,1,2018-07-10,36,subaru,outback
3500,2005,excellent,4,hybrid,138000.0,automatic,sedan,unknown,0,2018-07-04,19,toyota,camry le
49750,2016,excellent,6,hybrid,47020.0,automatic,truck,silver,1,2019-01-08,50,ram,3500
6995,2012,like new,4,hybrid,59215.0,automatic,sedan,black,0,2019-01-20,36,ford,fusion se
15995,2015,excellent,6,hybrid,98000.0,automatic,sedan,red,0,2018-08-16,110,toyota,camry
2995,1999,good,4,hybrid,210000.0,manual,truck,white,0,2019-02-09,6,ford,ranger
11950,2012,like new,6,hybrid,131355.0,automatic,SUV,unknown,1,2018-06-25,73,ford,explorer
10000,2000,excellent,8,hybrid,142800.0,automatic,truck,red,1,2018-07-02,50,toyota,tundra
6900,2009,excellent,6,hybrid,165368.0,automatic,SUV,white,1,2019-02-20,78,nissan,murano
34900,2016,excellent,8,hybrid,27946.0,automatic,SUV,unknown,1,2019-01-29,79,gmc,yukon
32900,2016,excellent,8,hybrid,64626.0,automatic,truck,white,1,2018-09-27,23,gmc,sierra 1500
16400,2015,excellent,4,hybrid,30756.0,automatic,SUV,black,1,2018-11-27,44,honda,crv
25900,2016,excellent,8,hybrid,32166.0,automatic,truck,blue,1,2019-03-11,35,chevrolet,silverado 1500
40900,2018,excellent,8,hybrid,11672.0,automatic,truck,red,1,2018-07-31,16,chevrolet,silverado 1500
26900,2015,excellent,6,hybrid,72047.0,automatic,SUV,white,1,2018-11-13,128,jeep,wrangler
15900,2013,excellent,8,hybrid,101419.0,automatic,SUV,silver,1,2018-06-02,46,chevrolet,suburban
21400,2017,excellent,4,hybrid,29282.0,automatic,wagon,red,1,2018-05-12,33,subaru,outback
5910,2010,excellent,4,hybrid,151480.0,automatic,sedan,silver,0,2018-09-24,9,ford,focus se
4910,2010,excellent,4,hybrid,191375.0,automatic,sedan,red,0,2018-05-31,53,ford,focus se
3488,2002,good,6,hybrid,128913.0,automatic,SUV,unknown,1,2018-06-11,13,ford,explorer
1400,1999,good,8,hybrid,165000.0,automatic,SUV,unknown,1,2018-09-03,29,jeep,grand cherokee
27500,2015,like new,8,hybrid,56000.0,manual,truck,white,1,2018-05-21,10,chevrolet,silverado
10900,2012,good,8,hybrid,73600.0,automatic,truck,white,0,2019-01-30,17,ram,1500
26900,2014,good,8,hybrid,68607.0,automatic,truck,unknown,1,2019-01-17,14,chevrolet,silverado 1500 crew
32595,2015,like new,8,hybrid,77000.0,automatic,SUV,white,1,2018-12-01,15,cadillac,escalade
5495,2006,good,6,hybrid,131912.0,automatic,mini-van,unknown,0,2019-01-17,88,toyota,sienna
28900,2017,good,6,hybrid,49225.0,automatic,truck,white,1,2018-12-21,25,ford,f150 supercrew cab xlt
16000,2017,good,8,hybrid,122000.0,automatic,truck,black,0,2018-08-17,13,ram,2500
21600,2016,good,6,hybrid,19579.0,other,coupe,grey,0,2019-04-06,30,chevrolet,camaro lt coupe 2d
7910,2010,excellent,6,hybrid,103065.0,automatic,mini-van,red,0,2018-10-19,29,chrysler,town & country
7910,2010,excellent,4,hybrid,162749.0,automatic,hatchback,silver,0,2018-12-21,28,toyota,prius
2200,1999,good,4,hybrid,76000.0,automatic,sedan,blue,0,2018-07-06,38,nissan,altima
8915,2015,excellent,4,hybrid,107272.0,automatic,hatchback,unknown,0,2018-12-18,24,ford,focus
7913,2013,excellent,4,hybrid,99087.0,automatic,sedan,unknown,0,2018-06-01,51,ford,focus
18900,2017,excellent,4,hybrid,33100.0,automatic,SUV,white,1,2019-04-14,18,toyota,rav4
8999,2008,excellent,8,hybrid,178921.0,automatic,truck,white,1,2019-04-04,120,chevrolet,silverado 1500
3395,1996,good,6,hybrid,155296.0,manual,coupe,red,0,2018-12-06,25,chevrolet,camaro
3195,2001,excellent,6,hybrid,234076.0,automatic,truck,white,0,2018-06-27,42,ford,f150
2995,1996,excellent,6,hybrid,216582.0,automatic,SUV,grey,1,2019-04-07,52,jeep,grand cherokee
10000,1998,good,6,hybrid,214000.0,automatic,truck,red,1,2018-06-09,50,ram,2500
3995,2003,excellent,6,hybrid,130000.0,automatic,SUV,white,1,2019-03-28,69,ford,explorer
2995,2002,excellent,6,hybrid,154000.0,automatic,sedan,silver,0,2018-12-30,39,ford,taurus
3995,2003,good,6,hybrid,170000.0,automatic,SUV,grey,1,2018-11-02,35,ford,escape
12500,2003,like new,8,hybrid,206000.0,automatic,truck,custom,0,2018-10-10,62,ram,2500
4910,2010,excellent,4,hybrid,191375.0,automatic,sedan,red,0,2018-08-10,67,ford,focus se
6906,2007,excellent,4,hybrid,168517.0,automatic,SUV,blue,1,2018-08-14,9,toyota,rav4
9750,2003,like new,8,hybrid,195442.0,automatic,truck,white,1,2018-12-19,28,chevrolet,silverado 2500hd
2895,1995,excellent,6,hybrid,161000.0,automatic,coupe,white,0,2018-12-25,46,chevrolet,camaro
3695,2005,excellent,6,hybrid,176000.0,automatic,mini-van,unknown,0,2018-06-10,28,dodge,grand caravan
14999,2012,excellent,6,hybrid,68000.0,automatic,SUV,blue,1,2019-04-14,68,bmw,x5
23999,2015,excellent,6,hybrid,69000.0,automatic,SUV,white,1,2018-05-06,44,bmw,x5
1900,2000,excellent,4,hybrid,199653.0,automatic,sedan,unknown,0,2018-09-27,24,toyota,camry
4450,2010,excellent,4,hybrid,44000.0,manual,coupe,blue,0,2018-11-13,46,ford,focus
11000,2001,excellent,6,hybrid,124000.0,automatic,SUV,red,1,2018-05-14,32,jeep,wrangler
5707,2007,excellent,6,hybrid,152381.0,automatic,sedan,silver,1,2018-06-05,22,ford,fusion se
23500,2012,excellent,8,hybrid,68900.0,automatic,truck,white,1,2018-08-22,32,ford,f150
11900,2010,good,8,hybrid,169000.0,automatic,SUV,unknown,1,2018-07-09,3,chevrolet,suburban
17500,2006,good,6,hybrid,257000.0,automatic,truck,silver,1,2018-12-01,3,ram,3500
3300,2000,good,4,hybrid,110000.0,manual,truck,white,0,2019-02-12,12,ford,ranger
48000,2018,like new,8,hybrid,36000.0,automatic,truck,white,1,2019-03-16,41,chevrolet,silverado
2500,2006,good,4,hybrid,185482.0,automatic,sedan,silver,0,2018-05-05,16,honda,accord
16500,2010,like new,8,hybrid,121498.0,automatic,truck,white,1,2018-05-14,33,chevrolet,silverado 1500
12908,2008,excellent,8,hybrid,138850.0,automatic,truck,silver,1,2019-01-06,23,chevrolet,silverado
13904,2011,excellent,8,hybrid,206927.0,automatic,truck,red,1,2019-03-27,56,chevrolet,silverado
12911,2011,excellent,8,hybrid,196241.0,automatic,truck,silver,1,2018-11-12,59,gmc,sierra 1500
2995,2004,good,4,hybrid,190433.0,automatic,sedan,black,0,2018-07-20,19,toyota,camry
7700,2013,excellent,4,hybrid,86000.0,automatic,hatchback,grey,0,2018-07-16,83,kia,soul
2295,2000,good,6,hybrid,288411.0,automatic,SUV,silver,1,2019-04-07,44,toyota,4runner
2900,2005,good,6,hybrid,91779.0,automatic,sedan,silver,0,2019-01-22,47,ford,taurus
8400,2003,like new,8,hybrid,191500.0,automatic,truck,black,1,2018-12-23,26,gmc,sierra 1500
1950,2003,good,6,hybrid,168784.0,automatic,sedan,unknown,0,2019-03-12,59,ford,taurus
11500,2005,good,8,hybrid,258000.0,automatic,truck,white,1,2018-09-05,34,ford,f250
6000,2001,good,6,hybrid,282404.0,manual,truck,silver,1,2018-07-04,66,toyota,tacoma
10911,2011,excellent,6,hybrid,161464.0,automatic,SUV,silver,1,2019-02-09,43,ford,explorer
2900,2008,good,4,hybrid,118122.0,automatic,sedan,black,0,2019-02-07,19,hyundai,sonata
5300,2011,excellent,4,hybrid,130000.0,automatic,sedan,silver,0,2018-12-12,17,hyundai,elantra
9700,2015,excellent,4,hybrid,65000.0,automatic,sedan,unknown,0,2018-09-16,18,nissan,altima
5950,2005,good,6,hybrid,169700.0,automatic,sedan,unknown,0,2018-09-06,34,acura,tl
18995,2015,excellent,6,hybrid,162430.0,automatic,truck,white,0,2018-11-22,14,ram,2500
6750,2011,like new,6,hybrid,133007.0,automatic,SUV,unknown,1,2018-05-04,32,chevrolet,traverse
3500,2006,good,6,hybrid,50712.0,automatic,sedan,blue,0,2018-07-24,25,hyundai,sonata
3700,2010,excellent,4,hybrid,133058.0,automatic,sedan,unknown,0,2018-10-16,53,nissan,sentra
3200,2008,excellent,4,hybrid,121326.0,automatic,sedan,blue,0,2018-08-14,42,nissan,sentra
6500,2010,excellent,6,hybrid,125000.0,automatic,sedan,silver,0,2018-10-08,23,nissan,maxima
4399,2006,like new,6,hybrid,120000.0,automatic,sedan,green,0,2018-08-19,34,chrysler,300
4495,2004,good,6,hybrid,185000.0,manual,sedan,unknown,0,2018-09-14,42,acura,tl
3299,2007,like new,6,hybrid,130000.0,automatic,sedan,blue,0,2019-01-14,75,chrysler,300
6600,2001,excellent,6,hybrid,99000.0,manual,SUV,red,1,2019-04-07,7,jeep,wrangler
5999,2012,excellent,4,hybrid,148415.0,automatic,hatchback,green,0,2018-08-21,56,kia,soul
25900,2015,like new,6,hybrid,55000.0,automatic,offroad,unknown,1,2018-08-11,34,jeep,wrangler
1500,1992,fair,4,hybrid,133900.0,automatic,SUV,white,1,2018-08-29,10,jeep,cherokee
1,2005,fair,6,hybrid,137000.0,automatic,SUV,silver,0,2019-01-20,69,toyota,4runner
14500,2018,excellent,4,hybrid,18000.0,automatic,SUV,blue,0,2018-09-07,50,chevrolet,equinox
2000,1996,good,6,hybrid,150000.0,manual,coupe,purple,0,2019-01-16,39,ford,mustang
10988,2003,excellent,8,hybrid,212837.0,automatic,truck,black,1,2018-07-07,36,ford,f250 sd
14988,2016,like new,4,hybrid,46564.0,automatic,sedan,red,0,2019-03-23,140,hyundai,sonata
10500,2007,excellent,8,hybrid,196000.0,automatic,truck,white,1,2019-03-10,18,ford,f250 sd
24200,2019,good,6,hybrid,11438.0,other,coupe,grey,0,2019-01-04,26,chevrolet,camaro lt coupe 2d
2750,2007,good,6,hybrid,181000.0,automatic,mini-van,blue,0,2019-03-26,27,dodge,grand caravan
32997,2017,excellent,8,hybrid,28532.0,automatic,truck,custom,1,2018-08-17,14,chevrolet,silverado 1500
20997,2011,excellent,8,hybrid,29422.0,automatic,truck,blue,0,2019-02-15,71,chevrolet,silverado 1500
8997,2011,excellent,4,hybrid,110689.0,automatic,truck,blue,0,2019-02-09,5,ford,ranger
26997,2016,excellent,8,hybrid,29296.0,automatic,truck,custom,1,2018-06-16,50,gmc,sierra 1500
5500,1999,good,8,hybrid,259099.0,automatic,truck,white,0,2018-07-18,11,ford,f350 sd
14500,2015,excellent,4,hybrid,99500.0,automatic,SUV,red,1,2018-10-30,54,ford,edge
8990,2011,good,6,hybrid,82903.0,automatic,sedan,silver,0,2018-12-17,42,chevrolet,impala
4000,2005,excellent,8,hybrid,227062.0,automatic,SUV,white,0,2018-05-28,118,chevrolet,suburban
7500,1998,excellent,4,hybrid,134245.0,manual,SUV,white,1,2018-07-23,18,jeep,wrangler
4000,2008,excellent,6,hybrid,117130.0,automatic,sedan,unknown,0,2019-03-11,41,chevrolet,impala
11750,2016,like new,6,hybrid,192000.0,automatic,SUV,black,0,2018-09-25,13,ford,explorer
4500,2004,good,8,hybrid,170963.0,automatic,SUV,unknown,1,2018-11-16,15,chevrolet,tahoe
5500,2005,excellent,8,hybrid,179000.0,automatic,sedan,silver,0,2018-12-06,28,chrysler,300
4900,2005,good,4,hybrid,176307.0,automatic,wagon,silver,1,2019-03-06,44,subaru,outback
25900,2015,like new,8,hybrid,91000.0,automatic,truck,brown,1,2018-07-20,14,chevrolet,silverado 1500
4300,2007,excellent,8,hybrid,222000.0,automatic,truck,white,0,2018-12-12,53,ram,2500
2300,2003,good,6,hybrid,198000.0,manual,truck,grey,0,2018-05-03,18,dodge,dakota
6900,2011,excellent,4,hybrid,97000.0,automatic,sedan,red,0,2018-09-27,15,honda,civic lx
5990,2009,excellent,6,hybrid,147845.0,automatic,SUV,white,1,2018-08-01,9,nissan,murano
9890,2017,excellent,4,hybrid,51759.0,automatic,sedan,blue,0,2018-05-25,28,hyundai,elantra
16290,2018,excellent,4,hybrid,16722.0,automatic,sedan,unknown,0,2018-07-25,30,hyundai,sonata
7290,2014,excellent,4,hybrid,77526.0,automatic,sedan,white,0,2018-09-27,77,chevrolet,cruze
5699,2010,good,4,hybrid,103874.0,automatic,hatchback,silver,0,2018-09-14,16,toyota,prius
28998,2015,excellent,8,hybrid,123742.0,automatic,other,white,1,2018-12-06,44,chevrolet,silverado 3500hd
31998,2019,excellent,6,hybrid,15890.0,automatic,SUV,white,1,2019-04-09,49,jeep,wrangler
7498,2013,excellent,4,hybrid,78128.0,automatic,hatchback,grey,0,2018-09-30,35,ford,focus
7998,2008,excellent,6,hybrid,86094.0,automatic,SUV,unknown,1,2019-02-13,1,ford,edge
4000,2006,good,4,hybrid,157900.0,automatic,sedan,red,0,2019-01-31,34,toyota,camry
23000,2015,good,8,hybrid,98500.0,automatic,truck,white,1,2018-06-05,120,chevrolet,silverado 1500
13879,2010,excellent,8,hybrid,62054.0,automatic,truck,blue,0,2019-01-09,65,chevrolet,silverado 1500
6200,2006,good,6,hybrid,133113.0,automatic,SUV,black,1,2018-06-27,71,bmw,x5
16846,2014,excellent,8,hybrid,81975.0,automatic,truck,white,0,2018-07-16,8,ford,f150
9750,2009,excellent,6,hybrid,117000.0,automatic,SUV,unknown,1,2018-08-13,102,bmw,x5
2500,2008,fair,6,hybrid,151000.0,automatic,sedan,black,0,2019-03-25,51,dodge,charger
3700,1998,good,6,hybrid,203000.0,automatic,truck,black,1,2019-03-12,18,dodge,dakota
3000,1999,good,4,hybrid,180000.0,automatic,sedan,white,0,2018-05-27,2,toyota,camry
11700,2008,excellent,6,hybrid,147301.0,automatic,SUV,silver,1,2018-11-14,24,toyota,4runner
4700,2009,excellent,4,hybrid,190159.0,automatic,sedan,black,0,2018-05-31,128,nissan,altima
27900,2017,good,6,hybrid,30090.0,automatic,SUV,unknown,1,2018-06-27,49,nissan,murano
11990,2015,good,4,hybrid,62274.0,automatic,sedan,grey,0,2018-07-28,17,ford,fusion
11975,2015,good,4,hybrid,69424.0,automatic,sedan,unknown,0,2018-12-24,55,nissan,altima
7990,2010,good,6,hybrid,123355.0,automatic,SUV,custom,0,2018-11-26,23,ford,escape
6450,2004,excellent,6,hybrid,195923.0,automatic,truck,red,0,2018-12-01,20,nissan,frontier
5200,2007,excellent,6,hybrid,122783.0,automatic,sedan,white,0,2018-09-08,94,ford,taurus
10500,2003,good,6,hybrid,161100.0,manual,SUV,black,1,2018-07-13,24,jeep,wrangler
2995,2005,fair,6,hybrid,183000.0,automatic,sedan,blue,0,2019-02-15,3,acura,tl
6500,2002,excellent,8,hybrid,120.0,automatic,truck,unknown,0,2019-04-12,32,ford,f150
1650,2008,fair,4,hybrid,185939.0,automatic,sedan,unknown,1,2019-04-09,35,subaru,impreza
5650,2006,excellent,6,hybrid,118895.0,automatic,SUV,white,0,2019-01-07,73,chevrolet,trailblazer
11988,1999,excellent,8,hybrid,173071.0,automatic,truck,white,1,2019-04-07,31,ford,f250
8000,2005,good,8,hybrid,153000.0,automatic,truck,grey,1,2018-07-04,78,chevrolet,silverado
2500,2002,good,8,hybrid,170000.0,automatic,truck,black,1,2018-08-14,32,ram,1500
7988,2011,excellent,5,hybrid,106599.0,automatic,sedan,unknown,0,2018-07-06,61,volkswagen,jetta
15800,2010,good,8,hybrid,130500.0,automatic,truck,white,1,2019-02-10,21,chevrolet,silverado
10500,2012,excellent,6,hybrid,135000.0,automatic,truck,grey,1,2019-04-09,26,nissan,frontier
7850,2010,excellent,4,hybrid,131115.0,automatic,wagon,white,1,2019-02-22,130,subaru,forester
21000,2016,good,6,hybrid,40485.0,automatic,truck,white,1,2019-04-07,11,ram,1500
2500,2003,fair,8,hybrid,176000.0,automatic,SUV,white,0,2018-12-08,99,ford,expedition
8500,2015,good,4,hybrid,40750.0,automatic,sedan,black,0,2019-03-15,52,chevrolet,malibu
13995,2011,excellent,8,hybrid,95100.0,automatic,SUV,black,1,2018-09-26,56,chevrolet,tahoe
5988,2004,excellent,8,hybrid,156380.0,automatic,SUV,white,1,2018-11-21,73,cadillac,escalade
35500,2016,like new,6,hybrid,161600.0,automatic,truck,black,1,2018-11-27,21,ram,2500
3350,2009,good,4,hybrid,191000.0,automatic,sedan,silver,0,2019-02-07,4,toyota,camry le
4400,2007,good,4,hybrid,172.0,automatic,sedan,grey,0,2018-10-11,55,toyota,camry
47995,2018,good,8,hybrid,7073.0,automatic,truck,silver,1,2018-07-08,32,ford,f250 sd
